,EUR_NGN_1. open,EUR_NGN_2. high,EUR_NGN_3. low,EUR_NGN_4. close,TRENDS_Euro to Naira
2017-01-17,339.17,339.43,338.66,338.82,22.0
2017-01-18,339.41,339.44,337.47,337.72,22.0
2017-01-19,336.94,337.95,335.66,337.89,22.0
2017-01-20,337.16,339.74,337.09,339.7,22.0
2017-01-23,341.1,341.76,341.08,341.76,22.0
2017-01-25,340.44,340.8,340.43,340.63,22.0
2017-01-26,339.22,339.66,339.09,339.16,22.0
2017-01-27,339.81,339.99,339.6,339.61,22.0
2017-01-31,342.5,342.73,342.38,342.63,22.0
2017-02-01,341.81,341.81,341.63,341.66,22.0
2017-02-02,342.53,342.53,341.53,341.6,22.0
2017-02-03,342.04,342.19,341.45,342.18,22.0
2017-02-06,340.93,341.05,340.93,341.05,22.0
2017-02-07,338.77,339.1,338.77,338.92,22.0
2017-02-08,339.68,339.68,339.27,339.36,22.0
2017-02-09,339.43,339.43,338.22,338.28,22.0
2017-02-10,337.14,337.64,337.14,337.63,22.0
2017-02-13,336.56,336.69,336.54,336.54,22.0
2017-02-14,335.87,335.89,335.22,335.22,22.0
2017-02-15,334.58,336.52,334.54,336.52,22.0
2017-02-16,337.56,338.05,337.48,337.92,22.0
2017-02-17,336.9,336.92,336.79,336.79,22.0
2017-02-21,334.41,334.8,334.34,334.37,22.0
2017-02-22,334.79,335.38,334.33,335.38,22.0
2017-02-23,335.8,335.93,335.53,335.6,22.0
2017-02-24,335.75,336.16,334.96,334.96,22.0
2017-02-27,336.05,336.08,335.99,335.99,22.0
2017-02-28,336.58,337.03,336.18,336.28,22.0
2017-03-07,335.68,335.81,335.41,335.41,22.0
2017-03-08,335.09,335.09,333.58,334.52,22.0
2017-03-09,334.04,336.23,333.78,336.1,22.0
2017-03-10,336.83,338.77,336.47,338.74,22.0
2017-03-13,337.62,338.73,337.07,337.61,22.0
2017-03-14,336.25,337.66,335.58,335.65,22.0
2017-03-15,336.79,340.77,336.79,340.77,22.0
2017-03-16,339.5,340.78,339.33,339.91,22.0
2017-03-17,339.85,341.23,339.63,341.13,22.0
2017-03-20,340.11,341.43,339.62,340.97,22.0
2017-03-21,341.96,343.14,341.91,341.94,22.0
2017-03-22,341.51,343.24,341.51,341.66,22.0
2017-03-23,342.22,342.38,340.97,342.25,22.0
2017-03-24,342.46,343.23,341.61,343.23,22.0
2017-03-27,343.85,345.71,343.65,343.72,22.0
2017-03-28,344.62,344.86,341.99,343.21,22.0
2017-03-29,340.52,341.54,340.15,340.64,22.0
2017-03-30,340.63,340.63,338.97,338.97,22.0
2017-03-31,338.1,339.56,338.1,338.33,22.0
2017-04-03,337.13,338.62,337.13,337.65,22.0
2017-04-04,336.93,338.65,336.91,338.58,22.0
2017-04-05,337.46,338.91,336.84,338.86,22.0
2017-04-06,337.18,338.17,337.15,338.13,22.0
2017-04-07,336.05,337.07,335.98,336.15,22.0
2017-04-10,335.66,335.74,335.42,335.42,22.0
2017-04-11,335.76,337.17,335.76,336.94,22.0
2017-04-12,335.96,335.96,335.87,335.87,22.0
2017-04-13,337.42,337.42,335.87,335.95,22.0
2017-04-14,337.16,337.36,335.8,335.8,22.0
2017-04-17,337.87,337.92,336.09,336.58,22.0
2017-04-18,338.91,339.21,338.91,339.21,22.0
2017-04-19,340.47,340.47,338.83,338.92,22.0
2017-04-20,341.04,341.27,340.17,340.17,22.0
2017-04-21,338.22,339.63,338.19,339.63,22.0
2017-04-24,344.74,344.84,343.75,343.83,22.0
2017-04-25,345.83,347.09,344.73,345.77,22.0
2017-04-26,345.82,345.91,343.81,345.02,22.0
2017-04-27,343.18,343.42,343.17,343.38,22.0
2017-05-01,344.9,346.27,344.8,344.85,23.0
2017-05-02,346.19,346.21,345.12,345.75,23.0
2017-05-03,345.96,346.03,345.58,345.75,23.0
2017-05-04,347.03,348.71,346.77,348.59,23.0
2017-05-05,347.7,349.0,347.59,347.98,23.0
2017-05-08,347.15,347.36,347.01,347.35,23.0
2017-05-09,345.82,345.93,344.89,344.89,23.0
2017-05-10,345.31,345.31,343.52,344.93,23.0
2017-05-11,343.24,344.79,343.24,343.69,23.0
2017-05-12,345.21,346.98,345.02,346.98,23.0
2017-05-15,347.06,348.21,346.95,347.99,23.0
2017-05-24,361.01,361.06,360.68,361.06,23.0
2017-05-25,362.0,362.1,361.91,362.1,23.0
2017-05-30,363.91,364.41,363.1,364.01,23.0
2017-06-02,363.66,366.43,363.51,366.04,23.0
2017-06-05,365.71,365.71,365.59,365.64,23.0
2017-06-08,363.57,363.57,363.34,363.42,23.0
2017-06-09,363.76,363.76,363.18,363.25,23.0
2017-06-12,363.93,364.03,362.29,362.31,23.0
2017-06-14,365.77,365.77,365.5,365.54,23.0
2017-06-15,363.13,363.23,363.13,363.23,23.0
2017-06-16,363.06,363.24,362.83,362.83,23.0
2017-06-20,362.49,362.5,360.96,361.13,23.0
2017-06-28,398.6,398.76,398.55,398.65,23.0
2017-06-29,400.02,400.26,399.97,400.26,23.0
2017-07-04,357.51,357.52,357.39,357.39,23.0
2017-07-10,398.89,398.9,398.8,398.8,23.0
2017-07-11,398.81,401.24,398.81,400.57,23.0
2017-07-12,399.33,400.27,399.12,399.9,23.0
2017-07-13,399.4,399.49,398.41,398.41,23.0
2017-07-14,398.66,401.53,398.66,401.27,23.0
2017-07-17,401.04,401.11,401.0,401.08,23.0
2017-07-19,403.16,403.33,403.02,403.02,23.0
2017-07-20,400.16,401.34,400.09,401.34,23.0
2017-07-26,406.82,408.11,406.75,407.79,23.0
2017-07-27,409.08,409.52,409.08,409.52,23.0
2017-08-01,413.36,432.66,413.26,431.82,27.0
2017-08-02,432.18,433.24,432.14,433.22,27.0
2017-08-03,432.45,432.47,431.09,431.76,27.0
2017-08-04,427.3,428.06,426.82,427.81,27.0
2017-08-07,430.01,430.04,430.0,430.04,27.0
2017-08-08,427.29,427.47,427.29,427.45,27.0
2017-08-11,429.87,429.89,429.65,429.65,27.0
2017-08-23,429.47,429.5,429.12,429.15,27.0
2017-08-24,429.96,433.62,429.89,433.62,27.0
2017-09-05,427.55,428.09,427.51,427.54,27.0
2017-09-06,432.72,432.72,432.22,432.35,27.0
2017-09-14,421.2,421.27,421.11,421.27,27.0
2017-09-18,430.62,431.05,429.92,430.23,27.0
2017-09-21,424.64,424.64,424.32,424.32,27.0
2017-09-22,425.54,425.72,425.54,425.72,27.0
2017-10-03,418.49,418.57,417.45,417.46,27.0
2017-10-04,418.59,418.59,418.3,418.3,27.0
2017-10-18,420.18,420.63,420.09,420.58,27.0
2017-10-19,421.55,422.36,421.53,421.59,27.0
2017-10-20,421.67,422.92,421.63,422.92,27.0
2017-10-23,420.79,421.49,420.79,421.49,27.0
2017-10-24,420.91,421.14,419.74,419.8,27.0
2017-10-25,421.97,422.16,421.87,421.87,27.0
2017-10-26,417.22,417.37,415.58,415.73,27.0
2017-10-27,412.84,414.15,412.58,412.72,27.0
2017-10-30,418.04,418.93,417.61,418.93,27.0
2017-10-31,417.64,419.0,417.39,417.39,27.0
2017-11-01,413.04,414.23,412.74,414.23,27.0
2017-11-02,413.6,414.7,413.6,414.14,27.0
2017-11-03,412.88,413.89,411.96,413.89,27.0
2017-11-06,412.38,413.37,412.2,413.37,27.0
2017-11-07,413.19,413.24,412.62,412.63,27.0
2017-11-08,412.81,412.91,411.47,411.5,27.0
2017-11-09,412.41,413.99,412.35,413.94,27.0
2017-11-10,415.29,415.51,414.49,414.55,27.0
2017-11-13,416.28,419.95,416.26,419.34,27.0
2017-11-14,423.07,423.96,423.04,423.93,27.0
2017-11-15,424.51,424.61,424.5,424.52,27.0
2017-11-16,424.78,424.83,423.54,423.64,27.0
2017-11-17,424.84,425.26,424.84,425.26,27.0
2017-11-20,421.33,421.37,421.2,421.2,27.0
2017-11-21,422.55,422.62,421.58,422.48,27.0
2017-11-22,423.68,425.57,423.63,425.47,27.0
2017-11-23,424.67,424.78,424.61,424.71,27.0
2017-11-24,429.1,429.61,429.1,429.59,27.0
2017-11-27,428.8,428.96,428.7,428.7,27.0
2017-11-28,427.29,427.58,427.28,427.54,27.0
2017-11-29,425.83,427.17,425.83,426.61,27.0
2017-11-30,427.7,428.4,427.19,428.4,27.0
2017-12-01,425.54,428.25,425.51,428.17,27.0
2017-12-04,425.63,427.05,425.43,427.05,27.0
2017-12-05,425.37,426.19,425.35,426.16,27.0
2017-12-06,424.45,424.45,423.81,424.01,27.0
2017-12-07,424.41,424.66,423.68,423.7,27.0
2017-12-08,423.25,424.1,422.97,424.05,27.0
2017-12-11,423.91,424.45,423.91,424.36,27.0
2017-12-12,421.87,422.23,421.87,422.15,27.0
2017-12-13,423.98,424.17,423.92,424.06,27.0
2017-12-14,424.54,425.29,424.54,425.16,27.0
2017-12-15,424.37,425.03,423.23,423.77,27.0
2017-12-18,423.44,424.94,423.44,424.21,27.0
2017-12-19,426.22,426.78,426.14,426.78,27.0
2017-12-20,426.77,427.93,426.42,427.84,27.0
2017-12-21,426.93,427.45,426.93,427.45,27.0
2017-12-22,426.33,426.59,425.92,426.12,27.0
2017-12-26,427.14,427.35,425.76,425.78,27.0
2017-12-27,428.3,428.36,428.3,428.36,27.0
2017-12-28,427.07,430.08,427.05,429.84,27.0
2017-12-29,431.65,432.13,431.63,432.13,27.0
2018-01-02,434.23,434.38,433.29,433.41,27.0
2018-01-03,432.77,432.77,432.54,432.54,27.0
2018-01-04,431.67,435.32,431.46,435.03,27.0
2018-01-05,432.96,433.92,432.91,432.92,27.0
2018-01-08,429.69,430.82,429.33,430.07,27.0
2018-01-09,429.2,429.36,429.01,429.1,27.0
2018-01-10,430.74,430.99,430.65,430.7,27.0
2018-01-11,433.22,433.83,432.6,432.96,27.0
2018-01-12,437.6,439.2,437.3,439.15,27.0
2018-01-16,439.92,441.97,439.92,441.84,27.0
2018-01-17,439.98,441.27,439.93,441.27,27.0
2018-01-18,438.96,441.14,438.6,440.52,27.0
2018-01-19,440.47,440.47,439.53,439.96,27.0
2018-01-22,439.14,441.14,439.14,440.6,27.0
2018-01-23,441.52,442.24,441.52,442.21,27.0
2018-01-24,442.68,447.02,442.38,446.93,27.0
2018-01-25,449.83,450.26,446.95,447.05,27.0
2018-01-26,446.83,447.91,446.83,447.19,27.0
2018-01-29,444.4,445.66,444.36,445.65,27.0
2018-01-30,447.73,447.73,446.35,446.37,27.0
2018-01-31,448.5,448.89,446.46,446.76,27.0
2018-02-01,448.6,449.96,447.96,449.79,29.0
2018-02-02,447.72,448.44,446.85,448.44,29.0
2018-02-05,445.16,446.87,444.61,446.21,29.0
2018-02-06,445.22,446.21,445.22,446.14,29.0
2018-02-07,442.66,442.66,441.04,441.47,29.0
2018-02-08,440.51,440.86,440.36,440.86,29.0
2018-02-09,443.06,443.06,441.51,441.63,29.0
2018-02-12,443.31,443.39,442.92,442.92,29.0
2018-02-13,445.94,446.05,445.29,446.02,29.0
2018-02-14,446.89,448.36,446.37,448.33,29.0
2018-02-15,449.19,449.9,449.19,449.73,29.0
2018-02-16,449.4,449.4,447.75,448.02,29.0
2018-02-20,443.68,444.7,443.5,444.64,29.0
2018-02-21,441.55,442.49,440.97,442.33,29.0
2018-02-22,443.5,444.94,443.25,444.94,29.0
2018-02-23,444.99,445.17,442.24,442.49,29.0
2018-02-26,443.09,443.77,443.09,443.31,29.0
2018-02-27,441.23,441.32,440.82,440.89,29.0
2018-02-28,440.63,440.97,440.19,440.39,29.0
2018-03-01,438.86,442.14,438.86,441.95,30.0
2018-03-02,443.89,444.0,443.47,443.47,30.0
2018-03-05,441.78,443.95,441.39,443.91,30.0
2018-03-06,447.36,447.79,446.95,447.72,30.0
2018-03-07,447.45,447.55,445.89,446.17,30.0
2018-03-08,443.68,443.77,442.45,443.18,30.0
2018-03-09,442.88,442.96,442.81,442.96,30.0
2018-03-12,443.49,443.5,443.11,443.34,30.0
2018-03-13,446.22,446.22,445.11,445.15,30.0
2018-03-14,444.51,445.18,444.51,445.18,30.0
2018-03-15,445.52,445.52,442.71,442.78,30.0
2018-03-16,442.56,442.9,442.21,442.21,30.0
2018-03-19,442.4,442.93,442.4,442.93,30.0
2018-03-20,442.43,442.43,440.7,440.71,30.0
2018-03-21,440.71,444.28,440.71,444.11,30.0
2018-03-23,444.74,445.13,444.74,445.1,30.0
2018-03-26,446.65,448.04,446.44,448.0,30.0
2018-03-27,447.27,447.44,446.44,446.49,30.0
2018-03-28,443.07,443.18,442.93,443.14,30.0
2018-03-29,443.25,443.41,442.07,442.1,30.0
2018-03-30,443.42,443.48,442.72,442.8,30.0
2018-04-02,442.34,442.47,442.25,442.25,30.0
2018-04-03,441.55,441.66,441.31,441.31,30.0
2018-04-04,442.57,442.94,440.61,440.61,30.0
2018-04-05,439.95,440.28,439.73,439.75,30.0
2018-04-06,441.77,442.04,441.66,441.96,30.0
2018-04-09,443.23,444.07,443.23,444.07,30.0
2018-04-10,444.44,444.83,444.44,444.83,30.0
2018-04-11,444.63,445.27,444.43,444.43,30.0
2018-04-12,443.23,443.71,443.09,443.7,30.0
2018-04-13,443.53,444.12,443.14,443.98,30.0
2018-04-16,445.38,445.62,445.07,445.62,30.0
2018-04-17,444.19,445.87,444.15,445.81,30.0
2018-04-18,445.49,445.65,444.7,444.77,30.0
2018-04-19,444.02,444.2,444.02,444.2,30.0
2018-04-20,441.74,442.28,441.72,442.27,30.0
2018-04-23,439.7,439.9,439.23,439.23,30.0
2018-04-24,439.98,440.29,439.79,439.8,30.0
2018-04-25,438.16,438.45,437.06,437.13,30.0
2018-04-26,436.49,436.49,434.96,435.13,30.0
2018-04-27,436.25,436.59,436.2,436.54,30.0
2018-04-30,433.72,434.63,433.67,434.18,30.0
2018-05-01,430.76,431.63,430.53,431.62,31.0
2018-05-02,430.2,430.2,429.78,429.89,31.0
2018-05-03,429.5,431.51,429.5,431.39,31.0
2018-05-04,430.38,430.51,429.25,429.32,31.0
2018-05-07,428.97,429.03,428.45,428.55,31.0
2018-05-08,426.71,426.95,426.71,426.91,31.0
2018-05-09,427.49,427.5,427.33,427.5,31.0
2018-05-10,429.25,429.49,429.22,429.49,31.0
2018-05-11,431.21,431.58,430.46,430.46,31.0
2018-05-14,432.62,432.76,431.85,431.94,31.0
2018-05-15,427.01,427.93,426.75,427.93,31.0
2018-05-21,423.92,425.67,423.78,425.49,31.0
2018-05-23,422.16,422.16,421.0,421.0,31.0
2018-05-24,423.73,423.76,423.41,423.48,31.0
2018-05-25,420.31,420.67,420.25,420.53,31.0
2018-05-29,417.49,417.49,416.77,416.92,31.0
2018-05-30,421.32,421.52,420.93,420.93,31.0
2018-05-31,420.31,422.13,420.15,422.13,31.0
2018-06-01,420.38,420.46,420.11,420.11,31.0
2018-06-04,422.64,422.71,421.43,421.53,31.0
2018-06-05,420.9,422.29,420.63,422.29,31.0
2018-06-06,425.17,425.17,424.06,424.19,31.0
2018-06-07,424.98,425.95,424.98,425.73,31.0
2018-06-08,424.77,424.77,424.66,424.67,31.0
2018-06-12,423.44,423.44,423.33,423.33,31.0
2018-06-13,425.14,425.14,424.69,424.86,31.0
2018-06-14,417.47,417.47,416.92,416.92,31.0
2018-06-15,419.28,419.36,418.3,418.4,31.0
2018-06-18,418.76,418.97,418.63,418.83,31.0
2018-06-19,417.0,417.03,416.82,416.92,31.0
2018-06-20,418.28,418.73,418.2,418.73,31.0
2018-06-21,418.16,418.41,418.1,418.33,31.0
2018-06-22,419.19,419.29,419.01,419.1,31.0
2018-06-25,421.57,421.69,421.11,421.21,31.0
2018-06-26,419.4,419.61,418.44,418.64,31.0
2018-06-27,417.57,417.82,415.24,415.24,31.0
2018-06-28,416.77,416.81,416.65,416.7,31.0
2018-07-02,418.49,418.73,417.81,417.81,31.0
2018-07-03,419.99,420.18,419.97,420.18,31.0
2018-07-05,421.53,421.53,421.26,421.34,31.0
2018-07-06,423.65,423.82,422.94,423.32,31.0
2018-07-09,424.03,424.03,422.8,422.87,31.0
2018-07-10,424.02,424.14,423.46,423.53,31.0
2018-07-11,420.77,420.77,420.61,420.63,31.0
2018-07-12,421.46,421.46,421.05,421.05,31.0
2018-07-13,419.73,421.17,419.57,421.14,31.0
2018-07-16,423.49,423.57,422.66,422.66,31.0
2018-07-17,422.18,422.33,420.26,420.75,31.0
2018-07-18,419.33,420.22,419.33,420.15,31.0
2018-07-19,418.22,420.35,418.22,420.35,31.0
2018-07-20,422.12,423.11,421.86,423.01,31.0
2018-07-30,422.1,422.48,422.06,422.48,31.0
2018-07-31,421.66,421.95,420.95,420.95,31.0
2018-08-01,422.16,422.16,420.78,420.79,34.0
2018-08-02,418.04,418.04,417.83,417.97,34.0
2018-08-03,418.57,418.6,418.47,418.47,34.0
2018-08-06,416.72,416.72,416.34,416.34,34.0
2018-08-07,417.91,417.91,417.37,417.45,34.0
2018-08-08,417.84,418.57,417.64,418.53,34.0
2018-08-09,418.42,418.48,415.42,415.48,34.0
2018-08-10,411.22,411.42,411.03,411.16,34.0
2018-08-13,411.16,411.86,411.0,411.01,34.0
2018-08-14,411.01,411.19,408.85,408.85,34.0
2018-08-15,407.31,409.09,407.3,408.98,34.0
2018-08-16,409.75,410.09,409.69,409.95,34.0
2018-08-17,411.58,412.25,411.58,412.25,34.0
2018-08-20,411.56,413.9,411.51,413.8,34.0
2018-08-21,416.34,418.87,416.33,418.78,34.0
2018-08-22,418.83,418.88,418.7,418.77,34.0
2018-08-23,418.59,418.69,418.0,418.29,34.0
2018-08-24,419.73,420.79,419.46,420.79,34.0
2018-09-11,420.07,420.32,419.99,419.99,34.0
2018-09-12,418.57,418.57,418.3,418.41,34.0
2018-09-13,424.09,424.15,424.03,424.15,34.0
2018-09-14,421.47,421.59,421.45,421.54,34.0
2018-09-17,422.41,422.59,422.39,422.49,34.0
2018-09-18,423.9,424.61,423.9,424.61,34.0
2018-09-19,422.34,422.34,421.78,421.78,34.0
2018-09-20,425.74,426.02,425.74,426.01,34.0
2018-09-21,425.68,426.04,425.68,425.78,34.0
2018-09-24,428.43,428.43,427.95,428.05,34.0
2018-09-25,427.28,427.71,427.01,427.01,34.0
2018-09-26,426.98,426.98,426.82,426.82,34.0
2018-09-27,423.7,423.83,422.28,422.28,34.0
2018-09-28,420.86,421.44,420.72,420.73,34.0
2018-10-01,420.39,420.56,420.11,420.11,35.0
2018-10-02,419.87,419.87,418.99,419.03,35.0
2018-10-03,418.7,418.7,418.34,418.67,35.0
2018-10-04,417.48,418.5,417.14,418.5,35.0
2018-10-05,417.27,418.77,417.27,418.75,35.0
2018-10-09,416.61,416.88,416.51,416.88,35.0
2018-10-10,419.37,419.39,418.29,418.36,35.0
2018-10-11,421.16,421.16,420.38,420.77,35.0
2018-10-12,420.21,420.27,419.54,419.59,35.0
2018-10-15,421.77,421.9,421.38,421.38,35.0
2018-10-16,420.6,420.6,420.52,420.52,35.0
2018-10-17,419.86,419.94,419.77,419.77,35.0
2018-10-18,416.72,416.72,416.72,416.72,35.0
2018-10-19,417.56,418.53,417.56,418.53,35.0
2018-10-22,416.48,416.73,416.32,416.7,35.0
2018-10-23,416.22,416.89,416.12,416.88,35.0
2018-10-24,413.84,413.94,413.81,413.81,35.0
2018-10-25,414.67,415.36,412.69,412.75,35.0
2018-10-26,414.17,414.65,413.75,413.77,35.0
2018-10-29,413.48,413.55,413.36,413.41,35.0
2018-10-30,412.38,412.38,411.97,412.18,35.0
2018-10-31,410.78,411.56,410.69,411.31,35.0
2018-11-01,413.24,414.63,413.19,414.58,34.0
2018-11-02,414.55,414.77,412.99,413.08,34.0
2018-11-05,414.19,414.19,413.95,413.99,34.0
2018-11-06,415.28,415.28,414.55,414.6,34.0
2018-11-07,417.25,417.25,414.75,414.75,34.0
2018-11-08,415.39,415.39,413.0,413.01,34.0
2018-11-09,412.96,413.89,412.96,413.47,34.0
2018-11-13,410.86,410.86,409.59,409.65,34.0
2018-11-14,412.21,413.95,412.2,412.22,34.0
2018-11-15,411.51,411.55,411.13,411.26,34.0
2018-11-16,415.99,416.07,415.84,416.04,34.0
2018-11-20,413.62,414.05,413.5,413.63,34.0
2018-11-21,413.75,414.06,413.65,414.06,34.0
2018-11-22,414.45,414.45,414.36,414.37,34.0
2018-11-23,412.43,412.62,412.28,412.39,34.0
2018-11-26,411.91,412.19,411.69,411.75,34.0
2018-11-27,411.7,411.76,410.96,411.09,34.0
2018-11-28,410.99,413.71,410.0,413.66,34.0
2018-11-29,414.76,414.8,414.54,414.54,34.0
2018-11-30,412.27,412.33,411.75,411.78,34.0
2018-12-03,412.82,412.82,412.48,412.48,34.0
2018-12-04,411.85,412.19,411.85,412.0,34.0
2018-12-05,412.44,413.62,412.17,412.26,34.0
2018-12-06,414.96,414.96,413.89,413.89,34.0
2018-12-07,414.84,415.33,414.06,414.06,34.0
2018-12-10,415.63,415.67,413.12,413.12,34.0
2018-12-11,413.01,413.21,412.93,413.01,34.0
2018-12-12,413.62,414.37,413.44,414.37,34.0
2018-12-13,414.38,414.55,413.0,413.32,34.0
2018-12-14,410.9,410.94,410.37,410.37,34.0
2018-12-17,413.13,413.28,413.0,413.02,34.0
2018-12-18,414.91,414.96,414.71,414.85,34.0
2018-12-19,415.12,416.43,413.94,414.09,34.0
2018-12-20,415.98,416.16,415.93,416.03,34.0
2018-12-21,413.71,413.71,413.45,413.49,34.0
2018-12-24,414.88,414.88,414.56,414.74,34.0
2018-12-26,413.89,413.89,412.71,413.66,34.0
2018-12-27,415.73,416.48,415.37,416.48,34.0
2018-12-28,416.46,416.55,416.19,416.55,34.0
2018-12-31,417.21,417.83,417.21,417.83,34.0
2019-01-02,414.12,414.12,413.36,413.36,34.0
2019-01-03,415.27,415.55,414.6,414.6,34.0
2019-01-04,414.62,415.51,412.46,415.08,34.0
2019-01-07,418.01,418.18,417.51,418.18,34.0
2019-01-08,415.76,415.77,415.6,415.65,34.0
2019-01-09,417.95,420.23,417.88,420.23,34.0
2019-01-10,420.27,420.35,419.52,419.61,34.0
2019-01-14,417.57,417.65,417.32,417.34,34.0
2019-01-15,414.93,415.22,414.93,415.0,34.0
2019-01-16,415.06,415.06,413.52,414.68,34.0
