,EUR_NGN_1. open,EUR_NGN_2. high,EUR_NGN_3. low,EUR_NGN_4. close,TRENDS_Euro to Naira
2015-01-19,214.81,218.34,214.5,217.84,16.0
2015-01-20,217.74001,218.8,216.59,218.75999,16.0
2015-01-21,219.3,220.52,214.16,215.06,16.0
2015-01-22,215.02,221.17999,213.11,213.17999,16.0
2015-01-23,213.48,216.0,211.16,214.47,16.0
2015-01-26,213.28,216.0,212.52,215.13,16.0
2015-01-27,215.0,219.25999,214.94,218.46001,16.0
2015-01-28,218.42999,218.55,214.23,214.23,16.0
2015-01-29,214.28,216.61,213.67,214.12,16.0
2015-01-30,214.16,215.8,213.67999,215.12,16.0
2015-02-02,215.60001,215.84,213.99001,214.38,16.0
2015-02-03,214.41,218.53,214.16,217.96001,16.0
2015-02-04,217.87,220.33,217.49001,218.17999,16.0
2015-02-05,217.87,221.25,217.46001,220.8,16.0
2015-02-06,220.78,220.98,218.63,219.41,16.0
2015-02-09,219.61,222.50999,219.41,222.14,16.0
2015-02-10,222.28999,226.58,221.41,226.3,16.0
2015-02-11,226.44,231.55,226.21001,231.17999,16.0
2015-02-12,231.17999,234.00999,230.67,233.62,16.0
2015-02-13,233.66,234.34,232.91,232.91,16.0
2015-02-16,233.25,233.72,225.92999,226.50999,16.0
2015-02-17,226.3,228.67999,226.03999,228.34,16.0
2015-02-18,228.32001,228.36,224.5,225.81,16.0
2015-02-19,225.81,226.78999,225.37,226.21001,16.0
2015-02-20,226.17999,228.25,224.86,227.71001,16.0
2015-02-23,227.7,227.95,226.0,227.50999,16.0
2015-02-24,227.45,228.60001,227.25,228.07001,16.0
2015-02-25,228.11,229.13,228.03999,229.03999,16.0
2015-02-26,229.05,229.28,226.07001,226.25999,16.0
2015-02-27,226.25,227.02,225.89999,226.77,16.0
2015-03-02,226.53,227.55,224.82001,224.92,16.0
2015-03-03,224.92999,225.28,224.07001,224.28,16.0
2015-03-04,224.28999,224.41,221.07001,221.44,16.0
2015-03-05,221.44,221.92999,219.95,220.69,16.0
2015-03-06,220.67999,220.67999,216.41,216.53,16.0
2015-03-09,216.32001,216.96001,216.28,216.47,16.0
2015-03-10,216.5,216.5,213.05,213.36,16.0
2015-03-11,213.55,213.84,209.87,210.46001,16.0
2015-03-12,210.59,212.38,209.5,212.00999,16.0
2015-03-13,212.00999,212.12,209.03999,209.83,16.0
2015-03-16,209.75999,211.99001,209.55,211.10001,16.0
2015-03-17,211.13,212.59,210.94,211.64,16.0
2015-03-18,211.64999,219.39,210.99001,215.77,16.0
2015-03-19,215.86,217.34,211.47,212.45,16.0
2015-03-20,212.45,216.44,212.34,215.37,16.0
2015-03-23,215.47,218.25999,214.81,218.25999,16.0
2015-03-24,218.23,219.34,216.89,217.28999,16.0
2015-03-25,217.35001,219.13,217.14999,218.3,16.0
2015-03-26,218.28999,218.78999,216.33,216.53,16.0
2015-03-27,216.7,217.62,216.19,217.0,16.0
2015-03-30,216.8,216.86,215.3,215.64,16.0
2015-03-31,215.64999,215.78,213.55,213.85001,16.0
2015-04-01,213.87,214.84,213.84,214.48,18.0
2015-04-02,214.47,217.02,214.19,216.58,18.0
2015-04-03,216.59,219.50999,216.41,218.59,18.0
2015-04-06,218.67,219.73,217.35001,217.73,18.0
2015-04-07,217.67,218.09,215.17,215.53,18.0
2015-04-08,215.57001,216.19,214.64,214.75999,18.0
2015-04-09,214.63,214.8,211.85001,212.39,18.0
2015-04-10,212.48,212.72,210.67,211.09,18.0
2015-04-13,211.34,211.35001,210.09,210.64,18.0
2015-04-14,210.61,212.64999,210.17999,212.14999,18.0
2015-04-15,211.64999,212.95,210.81,212.56,18.0
2015-04-16,212.53999,215.3,212.5,214.25999,18.0
2015-04-17,214.46001,215.41,214.00999,215.13,18.0
2015-04-20,215.17999,215.27,213.53999,213.78999,18.0
2015-04-21,213.78,214.49001,212.77,213.78,18.0
2015-04-22,213.77,213.94,213.3,213.44,18.0
2015-04-23,213.41,215.89,212.87,215.44,18.0
2015-04-24,215.31,216.59,214.75,216.28999,18.0
2015-04-27,216.36,216.55,214.61,215.50999,18.0
2015-04-28,215.49001,218.78999,215.39,218.52,18.0
2015-04-29,218.5,222.52,218.25,221.3,18.0
2015-04-30,221.22,223.12,220.39,222.5,18.0
2015-05-01,222.12,223.34,221.47,221.91,18.0
2015-05-04,221.82001,222.67999,220.64,221.92999,18.0
2015-05-05,221.92999,223.21001,221.25,222.59,18.0
2015-05-06,222.57001,226.39999,222.53999,225.88,18.0
2015-05-07,225.89,225.99001,223.84,224.17999,18.0
2015-05-08,224.03999,224.45,222.89999,222.96001,18.0
2015-05-11,222.94,223.05,221.72,222.03999,18.0
2015-05-12,222.00999,224.25999,221.82001,223.35001,18.0
2015-05-13,223.35001,226.53999,223.31,226.14,18.0
2015-05-14,226.08,227.49001,225.92,227.13,18.0
2015-05-15,227.09,228.06,225.58,227.89999,18.0
2015-05-18,227.57001,227.74001,225.07001,225.33,18.0
2015-05-19,225.24001,225.24001,221.47,221.89999,18.0
2015-05-20,221.91,221.97,220.58,220.87,18.0
2015-05-21,220.84,221.81,220.81,221.19,18.0
2015-05-22,221.21001,222.35001,219.14,219.31,18.0
2015-05-25,218.8,218.81,218.44,218.60001,18.0
2015-05-26,217.78,218.07001,216.33,216.8,18.0
2015-05-27,216.8,217.13,215.44,217.10001,18.0
2015-05-28,216.85001,218.48,216.57001,218.39,18.0
2015-05-29,218.39,219.0,218.03999,218.89,18.0
2015-06-01,218.42999,218.42999,215.78,216.48,19.0
2015-06-02,216.39999,222.7,216.38,221.98,19.0
2015-06-03,222.00999,224.58,221.25999,224.32001,19.0
2015-06-04,224.27,226.12,223.06,223.06,19.0
2015-06-05,223.03999,224.05,220.27,221.12,19.0
2015-06-08,221.06,224.98,220.61,224.56,19.0
2015-06-09,224.48,225.41,223.25,224.42999,19.0
2015-06-10,224.67999,225.75999,224.44,225.37,19.0
2015-06-11,225.37,225.37,223.21001,223.75999,19.0
2015-06-12,223.71001,224.63,223.24001,224.08,19.0
2015-06-15,223.41,224.83,222.95,224.53999,19.0
2015-06-16,224.36,224.64,223.34,223.91,19.0
2015-06-17,223.91,225.96001,223.47,225.62,19.0
2015-06-18,225.75999,227.64999,225.75,226.39999,19.0
2015-06-19,226.39,226.64999,224.97,225.99001,19.0
2015-06-22,226.46001,226.89,225.35001,225.66,19.0
2015-06-23,225.7,225.74001,221.8,222.38,19.0
2015-06-24,222.38,223.19,222.24001,222.95,19.0
2015-06-25,223.02,223.28,222.14,222.8,19.0
2015-06-26,222.78,222.98,221.67,222.24001,19.0
2015-06-29,218.75999,224.14,218.75999,223.2,19.0
2015-06-30,223.22,223.64,221.61,221.66,19.0
2015-07-01,221.52,221.75,219.97,220.05,21.0
2015-07-02,219.89999,221.09,219.72,220.58,21.0
2015-07-03,220.64999,221.34,220.59,221.34,21.0
2015-07-06,219.44,220.65,218.89,220.03,21.0
2015-07-07,220.03,220.05,217.47,219.01,21.0
2015-07-08,219.04,220.5,218.56,220.27,21.0
2015-07-09,220.25,220.78,218.85,220.12,21.0
2015-07-10,220.4,223.01,220.17,222.03,21.0
2015-07-13,221.4,221.85,218.91,219.12,21.0
2015-07-14,219.08,220.24,218.56,219.23,21.0
2015-07-15,219.12,219.12,217.85,218.04,21.0
2015-07-16,218.18,218.18,216.1,216.5,21.0
2015-07-17,216.49,216.99,215.57,215.63,21.0
2015-07-20,215.62,216.27,215.31,215.49,21.0
2015-07-21,215.6,218.3,215.25,217.77,21.0
2015-07-22,217.76,218.18,216.5,217.47,21.0
2015-07-23,217.53,219.25,217.38,218.66,21.0
2015-07-24,218.63,218.77,217.65,218.53,21.0
2015-07-27,218.78,221.41,218.77,220.74,21.0
2015-07-28,220.72,220.94,219.61,220.2,21.0
2015-07-29,220.61,220.64,218.46,218.78,21.0
2015-07-30,218.84,218.84,217.03,217.64,21.0
2015-07-31,217.67,220.3,216.9,217.02,21.0
2015-08-03,216.86,218.67,216.33,218.06,21.0
2015-08-04,218.07,218.55,216.68,216.85,21.0
2015-08-05,216.9,217.21,216.14,217.0,21.0
2015-08-06,217.07,217.56,215.55,217.47,21.0
2015-08-07,217.48,218.41,216.24,218.24,21.0
2015-08-10,218.21,219.71,218.0,219.36,21.0
2015-08-11,219.33,220.73,218.51,219.88,21.0
2015-08-12,219.88,223.1,219.78,222.05,21.0
2015-08-13,222.05,222.29,220.66,221.9,21.0
2015-08-14,221.92,222.57,221.01,221.16,21.0
2015-08-17,221.1,221.32,220.23,220.45,21.0
2015-08-18,220.44,220.47,219.46,219.56,21.0
2015-08-19,219.55,221.66,219.44,221.34,21.0
2015-08-20,221.33,223.88,221.33,223.72,21.0
2015-08-21,223.72,226.88,223.71,226.88,21.0
2015-08-24,226.85,232.38,226.46,230.49,21.0
2015-08-25,230.85,230.85,227.18,229.72,21.0
2015-08-26,229.59,230.08,224.88,225.65,21.0
2015-08-27,225.72,225.99,223.16,223.86,21.0
2015-08-28,223.85,224.43,222.29,222.64,21.0
2015-08-31,223.01,224.26,222.75,223.24,21.0
2015-09-01,223.48,225.39,223.48,225.09,17.0
2015-09-02,224.37,224.82,223.37,223.37,17.0
2015-09-03,223.46,223.49,220.75,221.3,17.0
2015-09-04,221.34,221.65,219.27,220.32,17.0
2015-09-07,220.32,220.73,220.2,220.69,17.0
2015-09-08,220.5,223.22,220.46,223.13,17.0
2015-09-09,223.14,223.48,221.69,223.43,17.0
2015-09-10,223.37,224.91,223.13,224.86,17.0
2015-09-11,224.79,225.99,224.53,225.82,17.0
2015-09-14,225.9,226.07,224.79,225.19,17.0
2015-09-15,225.18,225.48,224.21,224.44,17.0
2015-09-16,224.7,225.34,224.24,224.84,17.0
2015-09-17,224.87,227.79,224.77,227.46,17.0
2015-09-18,226.89,227.49,225.13,225.13,17.0
2015-09-21,225.11,225.37,221.6,221.64,17.0
2015-09-22,221.95,222.32,221.02,221.61,17.0
2015-09-23,221.45,223.25,221.19,222.82,17.0
2015-09-24,222.77,224.77,222.19,222.43,17.0
2015-09-25,222.46,223.1,221.77,222.77,17.0
2015-09-28,222.71,223.88,222.08,223.67,17.0
2015-09-29,223.67,224.19,222.94,223.85,17.0
2015-09-30,223.87,224.01,221.17,221.37,17.0
2015-10-01,221.36,222.03,220.84,221.74,17.0
2015-10-02,221.74,225.15,221.06,223.23,17.0
2015-10-05,223.35,223.93,222.56,222.83,17.0
2015-10-06,222.91,224.59,222.56,224.36,17.0
2015-10-07,224.35,224.63,223.28,223.77,17.0
2015-10-08,223.79,225.35,223.75,224.52,17.0
2015-10-09,224.88,226.62,224.4,226.18,17.0
2015-10-12,226.27,226.75,226.11,226.15,17.0
2015-10-13,226.15,226.97,225.94,226.63,17.0
2015-10-14,226.65,228.76,226.61,228.45,17.0
2015-10-15,228.51,228.83,226.34,226.48,17.0
2015-10-16,226.51,226.83,225.99,225.99,17.0
2015-10-19,226.52,226.55,225.22,225.59,17.0
2015-10-20,225.69,226.35,225.67,226.06,17.0
2015-10-21,226.06,226.29,225.59,225.63,17.0
2015-10-22,225.72,225.82,220.96,221.04,17.0
2015-10-23,221.04,221.36,219.04,219.41,17.0
2015-10-26,219.44,219.83,218.5,219.47,17.0
2015-10-27,219.53,220.21,219.24,219.78,17.0
2015-10-28,219.74,220.78,217.06,217.61,17.0
2015-10-29,217.63,218.79,217.39,218.79,17.0
2015-10-30,218.78,220.34,218.4,219.16,17.0
2015-11-02,219.31,219.93,219.15,219.18,17.0
2015-11-03,219.2,219.29,217.75,218.17,17.0
2015-11-04,218.05,218.06,215.87,216.34,17.0
2015-11-05,216.35,216.55,215.23,215.5,17.0
2015-11-06,215.61,215.8,212.33,212.77,17.0
2015-11-09,212.62,214.56,212.4,214.13,17.0
2015-11-10,214.17,214.25,212.52,213.53,17.0
2015-11-11,213.52,214.33,213.5,214.02,17.0
2015-11-12,214.53,215.49,213.57,215.22,17.0
2015-11-13,215.2,215.35,213.27,214.39,17.0
2015-11-16,213.46,213.62,212.57,212.76,17.0
2015-11-17,212.73,212.81,211.7,211.96,17.0
2015-11-18,211.9,212.5,211.55,212.22,17.0
2015-11-19,212.51,214.2,212.41,213.63,17.0
2015-11-20,213.62,213.67,211.92,211.97,17.0
2015-11-23,211.95,212.04,211.08,211.78,17.0
2015-11-24,211.75,212.35,211.59,212.0,17.0
2015-11-25,212.24,212.58,210.57,211.52,17.0
2015-11-26,211.51,211.57,211.19,211.21,17.0
2015-11-27,211.32,211.67,210.46,210.89,17.0
2015-11-30,210.7,210.81,210.17,210.34,17.0
2015-12-01,210.33,211.81,210.33,211.58,18.0
2015-12-02,211.58,211.62,210.35,211.25,18.0
2015-12-03,211.24,218.41,210.87,217.42,18.0
2015-12-04,217.39,217.82,214.74,215.4,18.0
2015-12-07,215.68,216.25,214.19,215.72,18.0
2015-12-08,215.73,217.09,215.72,216.96,18.0
2015-12-09,216.95,219.8,216.67,219.43,18.0
2015-12-10,219.4,219.47,217.01,217.24,18.0
2015-12-11,217.26,219.42,217.09,218.79,18.0
2015-12-14,218.43,219.87,218.13,219.02,18.0
2015-12-15,219.01,219.61,217.16,217.65,18.0
2015-12-16,217.67,218.83,217.06,217.22,18.0
2015-12-17,216.48,216.77,214.05,214.68,18.0
2015-12-18,214.68,216.44,214.35,216.34,18.0
2015-12-21,216.35,216.94,215.68,216.27,18.0
2015-12-22,216.18,218.64,216.1,218.08,18.0
2015-12-23,218.06,218.1,216.51,217.18,18.0
2015-12-24,217.15,218.43,217.15,218.33,18.0
2015-12-25,218.09,218.57,218.06,218.57,18.0
2015-12-28,218.3,218.69,218.19,218.42,18.0
2015-12-29,218.44,218.6,217.11,217.28,18.0
2015-12-30,217.3,217.81,217.18,217.66,18.0
2015-12-31,217.73,217.79,216.21,216.45,18.0
2016-01-01,216.29,216.29,216.29,216.29,19.0
2016-01-04,216.18,216.69,214.71,215.66,19.0
2016-01-05,215.64,215.76,213.2,213.99,19.0
2016-01-06,213.97,214.32,212.79,213.59,19.0
2016-01-07,213.55,217.35,213.48,216.98,19.0
2016-01-08,217.0,217.64,215.44,217.5,19.0
2016-01-11,217.88,217.88,215.58,215.71,19.0
2016-01-12,215.67,216.28,215.27,215.96,19.0
2016-01-13,215.45,216.36,214.98,216.26,19.0
2016-01-14,216.27,216.9,215.45,215.99,19.0
2016-01-15,215.83,218.66,215.72,217.38,19.0
2016-01-18,217.28,217.55,216.5,216.99,19.0
2016-01-19,216.87,217.12,215.25,216.19,19.0
2016-01-20,216.25,217.52,215.97,216.62,19.0
2016-01-21,216.65,216.65,214.68,216.33,19.0
2016-01-22,216.01,216.01,214.76,214.88,19.0
2016-01-25,214.82,216.18,214.78,216.06,19.0
2016-01-26,216.06,216.46,215.55,216.33,19.0
2016-01-27,216.34,217.1,215.9,216.71,19.0
2016-01-28,216.66,217.89,216.24,217.38,19.0
2016-01-29,217.24,217.33,215.33,215.64,19.0
2016-02-01,215.88,217.2,215.88,216.87,23.0
2016-02-02,217.03,217.62,215.88,216.4,23.0
2016-02-03,216.31,221.36,216.22,220.25,23.0
2016-02-04,220.39,223.45,220.23,223.04,23.0
2016-02-05,223.05,223.3,221.31,222.28,23.0
2016-02-08,221.95,223.28,220.83,223.02,23.0
2016-02-09,223.04,225.75,222.96,224.83,23.0
2016-02-10,224.79,225.18,222.38,224.18,23.0
2016-02-11,224.21,226.49,224.14,225.29,23.0
2016-02-12,225.28,225.36,223.39,224.13,23.0
2016-02-15,223.71,223.76,221.64,222.27,23.0
2016-02-16,222.31,222.69,221.56,221.88,23.0
2016-02-17,221.94,222.41,221.33,221.57,23.0
2016-02-18,221.62,221.91,220.59,221.25,23.0
2016-02-19,221.17,221.76,220.45,221.63,23.0
2016-02-22,221.38,221.51,219.16,219.55,23.0
2016-02-23,219.6,219.96,218.99,219.46,23.0
2016-02-24,219.45,219.9,218.58,219.38,23.0
2016-02-25,219.38,220.01,218.87,219.52,23.0
2016-02-26,219.46,220.34,217.36,217.73,23.0
2016-02-29,217.4,217.76,216.27,216.74,23.0
2016-03-01,216.74,216.81,215.86,216.4,18.0
2016-03-02,216.4,216.64,215.7,216.4,18.0
2016-03-03,216.39,218.48,216.18,218.09,18.0
2016-03-04,218.09,219.73,217.35,219.16,18.0
2016-03-07,218.61,219.27,217.83,219.09,18.0
2016-03-08,219.13,220.04,218.96,219.19,18.0
2016-03-09,219.17,219.74,218.0,219.04,18.0
2016-03-10,218.96,223.06,215.65,222.33,18.0
2016-03-11,222.32,222.9,220.25,221.0,18.0
2016-03-14,221.21,221.46,220.27,221.13,18.0
2016-03-15,221.11,221.46,220.59,221.2,18.0
2016-03-16,221.19,223.22,219.74,222.83,18.0
2016-03-17,222.87,225.71,222.79,225.35,18.0
2016-03-18,225.34,225.64,224.07,224.22,18.0
2016-03-21,224.28,224.45,223.53,223.61,18.0
2016-03-22,223.61,223.99,223.15,223.35,18.0
2016-03-23,223.49,223.49,222.24,222.72,18.0
2016-03-24,222.65,222.65,221.67,222.17,18.0
2016-03-25,221.89,222.15,221.7,221.9,18.0
2016-03-28,221.95,223.38,221.95,222.99,18.0
2016-03-29,222.98,223.74,221.68,223.66,18.0
2016-03-30,223.67,225.41,223.63,224.82,18.0
2016-03-31,224.83,226.48,224.41,225.88,18.0
2016-04-01,225.83,227.05,225.64,226.73,15.0
2016-04-04,226.62,227.13,226.55,226.79,15.0
2016-04-05,226.79,227.1,225.75,226.51,15.0
2016-04-06,226.58,227.47,225.59,226.84,15.0
2016-04-07,226.84,227.03,225.88,226.54,15.0
2016-04-08,226.48,227.37,226.09,226.98,15.0
2016-04-11,227.12,227.88,226.94,227.22,15.0
2016-04-12,227.23,227.3,225.88,226.51,15.0
2016-04-13,226.52,226.61,224.51,224.63,15.0
2016-04-14,224.69,224.69,223.6,223.8,15.0
2016-04-15,223.86,225.06,223.59,224.7,15.0
2016-04-18,224.44,225.61,224.44,225.23,15.0
2016-04-19,225.24,226.57,225.1,226.05,15.0
2016-04-20,226.1,226.65,224.85,225.03,15.0
2016-04-21,225.06,226.52,224.41,224.57,15.0
2016-04-22,224.57,224.96,223.33,223.51,15.0
2016-04-25,223.55,224.59,222.96,224.39,15.0
2016-04-26,224.38,225.34,223.53,223.84,15.0
2016-04-27,224.05,224.69,223.81,224.38,15.0
2016-04-28,224.44,225.71,223.91,225.57,15.0
2016-04-29,225.56,228.1,225.56,227.97,15.0
2016-05-02,228.24,229.48,228.22,229.32,15.0
2016-05-03,229.32,230.05,228.69,228.74,15.0
2016-05-04,228.78,229.26,228.34,228.69,15.0
2016-05-05,228.68,228.76,226.6,226.84,15.0
2016-05-06,226.86,227.74,226.78,227.06,15.0
2016-05-09,226.96,227.13,226.16,226.23,15.0
2016-05-10,226.23,227.09,226.01,226.51,15.0
2016-05-11,226.46,227.91,226.42,227.49,15.0
2016-05-12,227.5,227.57,226.46,226.58,15.0
2016-05-13,226.6,226.62,224.75,225.19,15.0
2016-05-16,225.34,225.87,225.1,225.32,15.0
2016-05-17,225.32,225.88,225.17,225.27,15.0
2016-05-18,225.28,225.31,223.12,223.3,15.0
2016-05-19,223.28,223.35,222.44,222.86,15.0
2016-05-20,222.86,222.96,222.04,222.35,15.0
2016-05-23,222.52,223.35,221.78,223.16,15.0
2016-05-24,223.0,223.07,221.74,221.84,15.0
2016-05-25,221.84,222.2,220.69,221.03,15.0
2016-05-26,221.03,222.17,220.93,221.74,15.0
2016-05-27,221.72,222.23,221.05,221.05,15.0
2016-05-30,220.86,221.68,220.81,221.58,15.0
2016-05-31,221.78,222.06,220.45,220.55,15.0
2016-06-01,220.58,222.66,220.24,222.48,24.0
2016-06-02,222.51,223.03,221.78,221.87,24.0
2016-06-03,221.82,225.21,221.7,225.14,24.0
2016-06-06,225.03,226.83,224.66,226.13,24.0
2016-06-07,226.13,226.33,224.75,225.02,24.0
2016-06-08,224.99,227.16,224.99,226.97,24.0
2016-06-09,227.0,227.26,224.9,225.09,24.0
2016-06-10,225.04,225.07,222.9,222.93,24.0
2016-06-13,222.79,225.03,222.77,224.79,24.0
2016-06-14,224.87,224.98,222.69,222.98,24.0
2016-06-15,223.0,224.34,222.68,223.86,24.0
2016-06-16,224.01,224.04,221.68,223.58,24.0
2016-06-17,223.73,224.84,223.72,224.55,24.0
2016-06-20,225.72,289.55,225.72,288.76,24.0
2016-06-21,288.74,318.14,288.41,316.99,24.0
2016-06-22,316.84,322.18,316.75,321.79,24.0
2016-06-23,322.21,324.22,321.2,322.68,24.0
2016-06-24,318.53,318.53,309.17,313.67,24.0
2016-06-27,311.67,311.67,309.68,310.86,24.0
2016-06-28,311.03,312.68,310.34,311.36,24.0
2016-06-29,311.3,313.94,310.68,313.85,24.0
2016-06-30,313.84,314.08,311.99,313.7,24.0
2016-07-01,313.82,315.52,313.43,314.75,23.0
2016-07-04,314.58,315.28,314.52,315.25,23.0
2016-07-05,314.99,315.21,311.56,311.57,23.0
2016-07-06,311.56,313.06,310.96,312.77,23.0
2016-07-07,312.2,312.93,311.3,311.56,23.0
2016-07-08,311.66,311.98,309.98,310.64,23.0
2016-07-11,310.48,313.41,310.23,313.12,23.0
2016-07-12,313.15,314.33,312.83,312.89,23.0
2016-07-13,312.92,314.18,312.74,313.69,23.0
2016-07-14,313.59,315.35,313.59,314.18,23.0
2016-07-15,314.09,316.46,313.97,314.46,23.0
2016-07-18,314.26,327.06,313.99,326.88,23.0
2016-07-19,326.58,326.9,322.55,322.96,23.0
2016-07-20,322.98,324.71,322.23,324.42,23.0
2016-07-21,324.45,325.34,322.95,323.8,23.0
2016-07-22,323.78,336.3,323.38,334.95,23.0
2016-07-25,334.63,339.36,334.39,339.29,23.0
2016-07-26,339.29,343.46,339.05,342.86,23.0
2016-07-27,343.09,348.31,342.92,347.96,23.0
2016-07-28,347.92,349.97,347.92,349.14,23.0
2016-07-29,349.18,357.33,349.04,356.9,23.0
2016-08-01,356.67,357.29,356.52,356.86,26.0
2016-08-02,356.93,358.03,354.99,355.99,26.0
2016-08-03,355.66,357.97,354.43,356.92,26.0
2016-08-04,357.02,357.02,351.31,351.35,26.0
2016-08-05,351.37,354.13,349.6,353.73,26.0
2016-08-08,353.85,354.33,350.61,350.89,26.0
2016-08-09,350.99,355.47,350.74,355.34,26.0
2016-08-10,356.2,359.8,356.09,359.69,26.0
2016-08-11,359.82,359.9,356.54,356.54,26.0
2016-08-12,356.61,359.04,346.12,346.22,26.0
2016-08-15,346.19,347.9,345.94,347.42,26.0
2016-08-16,347.37,355.72,347.27,355.47,26.0
2016-08-17,355.39,363.12,355.22,362.5,26.0
2016-08-18,362.73,397.58,362.57,397.49,26.0
2016-08-19,397.14,397.29,384.89,385.31,26.0
2016-08-22,384.74,384.83,372.14,372.58,26.0
2016-08-23,372.55,374.26,372.45,373.18,26.0
2016-08-24,373.17,373.38,371.58,371.89,26.0
2016-08-25,372.16,372.87,355.25,355.62,26.0
2016-08-26,355.64,356.73,352.48,352.61,26.0
2016-08-29,352.54,352.86,351.64,352.57,26.0
2016-08-30,352.64,378.08,338.74,338.92,26.0
2016-08-31,338.84,340.1,338.4,339.94,26.0
2016-09-01,339.92,341.9,339.29,341.66,24.0
2016-09-02,341.77,342.11,339.46,339.54,24.0
2016-09-05,353.95,354.14,353.35,353.54,24.0
2016-09-06,353.56,354.01,339.99,342.6,24.0
2016-09-07,342.55,343.03,342.1,342.5,24.0
2016-09-08,342.51,344.37,341.92,342.57,24.0
2016-09-09,342.61,343.17,340.8,341.49,24.0
2016-09-12,341.87,342.68,341.3,342.29,24.0
2016-09-13,342.38,342.85,341.42,341.65,24.0
2016-09-14,341.66,343.01,341.43,342.3,24.0
2016-09-15,342.22,342.89,341.89,342.45,24.0
2016-09-16,342.14,342.29,339.11,339.36,24.0
2016-09-19,339.38,340.83,339.26,340.25,24.0
2016-09-20,340.26,342.05,339.98,341.15,24.0
2016-09-21,341.18,341.26,339.06,340.64,24.0
2016-09-22,340.59,342.59,340.49,341.23,24.0
2016-09-23,341.22,342.69,340.82,342.36,24.0
2016-09-26,342.53,343.73,342.31,343.08,24.0
2016-09-27,343.01,343.07,340.74,341.42,24.0
2016-09-28,341.45,342.07,341.09,342.0,24.0
2016-09-29,342.0,342.96,341.45,342.19,24.0
2016-09-30,342.18,342.79,341.13,342.75,24.0
2016-10-03,342.52,342.71,341.46,341.56,24.0
2016-10-04,341.62,341.99,339.38,341.35,24.0
2016-10-05,341.36,342.03,340.83,341.39,24.0
2016-10-06,341.34,341.41,339.38,339.52,24.0
2016-10-07,339.55,341.01,338.55,341.01,24.0
2016-10-10,340.71,340.9,338.89,338.99,24.0
2016-10-11,339.15,339.15,336.64,336.74,24.0
2016-10-12,336.98,337.13,335.28,335.33,24.0
2016-10-13,335.54,336.87,335.24,336.68,24.0
2016-10-14,336.51,336.72,333.88,333.88,24.0
2016-10-17,333.98,334.99,333.76,334.96,24.0
2016-10-18,334.93,335.6,334.0,334.12,24.0
2016-10-19,334.31,334.63,333.78,334.51,24.0
2016-10-20,334.74,335.78,332.81,333.22,24.0
2016-10-21,333.15,333.17,330.9,331.44,24.0
2016-10-24,331.45,331.94,330.83,331.19,24.0
2016-10-25,331.19,332.45,330.84,332.02,24.0
2016-10-26,332.07,333.58,331.56,332.5,24.0
2016-10-27,332.66,347.79,332.13,346.37,24.0
2016-10-28,346.38,347.5,333.04,334.89,24.0
2016-10-31,334.71,334.84,333.52,334.51,24.0
2016-11-01,334.53,337.44,334.19,337.09,22.0
2016-11-02,337.09,338.57,337.05,338.38,22.0
2016-11-14,339.35,339.5,339.31,339.31,22.0
2016-11-15,339.62,339.69,339.54,339.64,22.0
2016-11-17,338.6,338.87,336.2,336.2,22.0
2016-11-18,335.33,335.47,334.55,335.36,22.0
2016-11-21,335.98,336.46,335.91,336.45,22.0
2016-11-24,333.66,333.88,333.5,333.73,22.0
2016-11-25,333.67,333.92,333.51,333.54,22.0
2016-11-28,334.34,334.8,334.34,334.68,22.0
2016-11-29,334.74,335.8,334.74,335.69,22.0
2016-11-30,334.8,335.19,334.21,334.22,22.0
2016-12-01,335.32,337.38,335.1,337.37,22.0
2016-12-02,336.94,337.01,336.76,336.77,22.0
2016-12-06,338.91,339.03,338.86,339.03,22.0
2016-12-07,339.65,339.75,339.62,339.67,22.0
2016-12-08,340.57,340.57,335.91,336.15,22.0
2016-12-09,334.32,334.58,334.1,334.27,22.0
2016-12-12,335.65,336.55,335.58,336.41,22.0
2016-12-13,337.09,337.09,336.46,336.64,22.0
2016-12-14,336.62,336.74,336.56,336.65,22.0
2016-12-15,329.63,330.39,329.26,329.97,22.0
2016-12-16,329.58,331.55,329.58,331.33,22.0
2016-12-19,330.63,330.9,328.96,329.65,22.0
2016-12-20,328.97,329.43,328.97,329.36,22.0
2016-12-21,318.37,330.34,317.76,317.91,22.0
2016-12-22,317.89,330.93,317.84,317.94,22.0
2016-12-23,317.97,330.86,317.7,330.66,22.0
2016-12-26,318.57,318.79,318.28,318.57,22.0
2016-12-27,318.45,318.67,318.0,318.6,22.0
2016-12-28,318.61,319.18,316.02,317.09,22.0
2016-12-29,317.4,319.54,317.3,319.49,22.0
2016-12-30,319.47,322.19,319.47,320.37,22.0
2017-01-02,320.4,320.68,318.14,318.56,22.0
2017-01-03,318.47,319.29,314.9,316.7,22.0
2017-01-04,317.12,319.27,316.52,319.27,22.0
2017-01-05,320.2,322.92,320.06,322.77,22.0
2017-01-06,322.06,335.6,320.51,320.51,22.0
2017-01-09,320.59,322.17,320.29,322.17,22.0
2017-01-10,322.17,334.44,321.41,321.63,22.0
2017-01-11,321.44,334.81,320.06,334.81,22.0
2017-01-12,334.85,338.18,334.74,337.22,22.0
2017-01-13,335.67,337.59,335.67,337.25,22.0
2017-01-16,335.43,335.43,335.17,335.38,22.0
